innings,team,wicket_number,player_out,score,over
1,Lucknow Super Giants,1,AK Markram,32,4.6
1,Lucknow Super Giants,2,N Pooran,35,7.1
1,Lucknow Super Giants,3,MR Marsh,71,10.5
1,Lucknow Super Giants,4,Abdul Samad,83,12.2
1,Lucknow Super Giants,5,A Badoni,118,16.5
1,Lucknow Super Giants,6,RR Pant,124,17.5
1,Lucknow Super Giants,7,GF Linde,137,19.3
1,Lucknow Super Giants,8,Mohammed Shami,137,19.4
1,Lucknow Super Giants,9,MD Choudhary,145,20.2
1,Lucknow Super Giants,10,Avesh Khan,146,20.6
2,Royal Challengers Bengaluru,1,PD Salt,9,2.4
2,Royal Challengers Bengaluru,2,D Padikkal,66,8.2
2,Royal Challengers Bengaluru,3,V Kohli,86,11.1
2,Royal Challengers Bengaluru,4,RM Patidar,121,13.2
2,Royal Challengers Bengaluru,5,JM Sharma,122,13.4
